Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	320.777654127566	321.199886215801	448.996707317412	3837.26510394465	448_320_1
2	Spectrogram 1	1	3121.20471308775	3121.54352820935	465.524845837545	2845.57679273668	448_3120_1
3	Spectrogram 1	1	3167.71862240819	3167.92466735463	548.165538438209	2564.59843789442	448_3165_1
4	Spectrogram 1	1	3168.64335640681	3168.87231972709	597.749953998608	2762.93610013602	448_3165_2
5	Spectrogram 1	1	3169.94610419364	3170.37496396766	597.749953998608	2614.18285345482	448_3165_3
6	Spectrogram 1	1	3170.61327986754	3170.71440533259	482.052984357678	2564.59843789442	448_3170_1
7	Spectrogram 1	1	3184.91932036407	3185.09043931213	829.143893280468	2696.82354605548	448_3185_1
8	Spectrogram 1	1	3226.85932081361	3227.21272563481	448.996707317412	2052.2261437703	448_3225_1
9	Spectrogram 1	1	3233.21275316919	3233.62329268574	482.052984357678	2333.20449861256	448_3230_1
10	Spectrogram 1	1	3265.02912362311	3265.36556690468	465.524845837545	2729.87982309575	448_3265_1
11	Spectrogram 1	1	15421.5963700837	15421.7062318485	614.278092518741	1341.51618740459	448_15420_1
12	Spectrogram 1	1	15422.1885159068	15422.3469409511	498.58112287781	2349.73263713269	448_15420_2
13	Spectrogram 1	1	15422.7643713924	15423.0112221476	432.468568797279	2382.78891417296	448_15420_3
14	Spectrogram 1	1	15424.2987062809	15424.6005603857	564.693676958342	2498.48588381389	448_15420_4
15	Spectrogram 1	1	15424.9893075059	15425.1615499007	432.468568797279	2515.01402233402	448_15425_1
16	Spectrogram 1	1	15425.7340578964	15425.9577781778	399.412291757013	2415.84519121323	448_15425_2
17	Spectrogram 1	1	15426.3390194164	15426.6140245711	564.693676958342	2366.26077565283	448_15425_3
18	Spectrogram 1	1	15426.8722505427	15427.0986169176	564.693676958342	2729.87982309575	448_15425_4
19	Spectrogram 1	1	15427.3909985623	15427.6372491235	548.165538438209	2597.65471493469	448_15425_5
20	Spectrogram 1	1	15427.9911047626	15428.3127306008	515.109261397944	2696.82354605548	448_15425_6
21	Spectrogram 1	1	15428.5885404884	15428.827062549	531.637399918076	2812.52051569641	448_15425_7
22	Spectrogram 1	1	15429.157031845	15429.4580616376	515.109261397944	2729.87982309575	448_15425_8
23	Spectrogram 1	1	15435.4012382537	15435.8084548844	531.637399918076	2167.92311341123	448_15435_1
24	Spectrogram 1	1	15435.9966801229	15436.3807776781	630.806231038874	2581.12657641455	448_15435_2
25	Spectrogram 1	1	15436.5402274752	15436.8033697488	564.693676958342	2564.59843789442	448_15435_3
26	Spectrogram 1	1	15437.0198757816	15437.1553533063	696.918785119405	2597.65471493469	448_15435_4
27	Spectrogram 1	1	15437.7820798685	15437.9297724377	564.693676958342	2630.71099197495	448_15435_5
28	Spectrogram 1	1	15438.5744529405	15438.8593041224	597.749953998608	2696.82354605548	448_15435_6
29	Spectrogram 1	1	15439.0966071345	15439.2528825082	630.806231038874	2581.12657641455	448_15435_7
30	Spectrogram 1	1	15439.557028787	15439.7015210772	713.446923639538	2531.54216085416	448_15435_8
31	Spectrogram 1	1	15440.539884293	15440.9623213179	614.278092518741	2581.12657641455	448_15440_1
32	Spectrogram 1	1	15441.0348942757	15441.2792898568	696.918785119405	2564.59843789442	448_15440_2
33	Spectrogram 1	1	16159.5617957279	16159.9426993249	581.221815478475	2895.16120829708	448_16155_1
34	Spectrogram 1	1	16160.142837189	16160.4310235498	531.637399918076	2597.65471493469	448_16160_1
35	Spectrogram 1	1	16160.6235458057	16160.9951969257	548.165538438209	2845.57679273668	448_16160_2
36	Spectrogram 1	1	16161.2501512353	16161.7119799486	531.637399918076	2614.18285345482	448_16160_3
37	Spectrogram 1	1	16165.9288845611	16166.3726147534	482.052984357678	2448.90146825349	448_16165_1
38	Spectrogram 1	1	16166.643599093	16166.8369670756	630.806231038874	2366.26077565283	448_16165_2
39	Spectrogram 1	1	16167.1610233304	16167.5544450503	432.468568797279	2762.93610013602	448_16165_3
40	Spectrogram 1	1	16167.7220340063	16167.9658745542	564.693676958342	2498.48588381389	448_16165_4
41	Spectrogram 1	1	16168.3285709581	16168.5946060251	647.334369559006	2101.8105593307	448_16165_5
42	Spectrogram 1	1	16169.0662874827	16169.2468289402	498.58112287781	2217.50752897163	448_16165_6
43	Spectrogram 1	1	16177.0014537649	16177.3680047981	399.412291757013	2597.65471493469	448_16175_1
44	Spectrogram 1	1	18249.0092275982	18249.3289069588	531.637399918076	2795.99237717628	448_18245_1
45	Spectrogram 1	1	20565.3786010065	20565.5429548446	746.503200679804	2481.95774529376	448_20565_1
46	Spectrogram 1	1	20566.8210666467	20567.070167662	680.390646599272	2729.87982309575	448_20565_2
47	Spectrogram 1	1	20567.3959751673	20567.5506835694	729.975062159671	2746.40796161588	448_20565_3
48	Spectrogram 1	1	20567.962352925	20568.1169791091	746.503200679804	2680.29540753535	448_20565_4
49	Spectrogram 1	1	20568.5189198671	20568.6346130218	829.143893280468	2862.10493125681	448_20565_5
50	Spectrogram 1	1	20580.1574625319	20580.4355613557	531.637399918076	2663.76726901522	448_20580_1
51	Spectrogram 1	1	20603.6765471893	20603.7653840543	432.468568797279	2663.76726901522	448_20600_1
52	Spectrogram 1	1	20604.3044894046	20604.3440901362	531.637399918076	2548.07029937429	448_20600_2
53	Spectrogram 1	1	20604.7781785796	20604.9863363533	465.524845837545	2647.23913049509	448_20600_3
54	Spectrogram 1	1	21078.0460998518	21078.3628491823	548.165538438209	2597.65471493469	448_21075_1
55	Spectrogram 1	1	21078.7473310116	21078.8744482355	663.862508079139	2795.99237717628	448_21075_2
56	Spectrogram 1	1	21079.3637222101	21079.5801635863	581.221815478475	2564.59843789442	448_21075_3
