Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	1585.39854132065	1585.57970889071	168.018352475153	2217.50752897163	700_1585_1
2	Spectrogram 1	1	2030.46663749167	2030.88482365756	515.109261397944	2961.27376237761	700_2030_1
3	Spectrogram 1	1	3066.79971797656	3066.9507925999	663.862508079139	2399.31705269309	700_3065_1
4	Spectrogram 1	1	3067.42210208448	3067.58648283686	696.918785119405	2515.01402233402	700_3065_2
5	Spectrogram 1	1	3067.98962242097	3068.22784562215	630.806231038874	2498.48588381389	700_3065_3
6	Spectrogram 1	1	3068.57323633903	3068.8285751536	680.390646599272	2382.78891417296	700_3065_4
7	Spectrogram 1	1	3069.12655147419	3069.37733828743	779.55947772007	2448.90146825349	700_3065_5
8	Spectrogram 1	1	3069.55106286861	3069.88401048441	713.446923639538	2597.65471493469	700_3065_6
9	Spectrogram 1	1	3070.03817954421	3070.27530023353	548.165538438209	2448.90146825349	700_3070_1
10	Spectrogram 1	1	3070.5718561985	3070.77065336209	713.446923639538	2366.26077565283	700_3070_2
11	Spectrogram 1	1	3071.12626179887	3071.32406324575	647.334369559006	2349.73263713269	700_3070_3
12	Spectrogram 1	1	3071.8596631538	3072.03770121471	696.918785119405	2382.78891417296	700_3070_4
13	Spectrogram 1	1	3072.54348082411	3072.6465428138	581.221815478475	2415.84519121323	700_3070_5
14	Spectrogram 1	1	3080.37558004288	3080.58620990505	498.58112287781	2415.84519121323	700_3080_1
15	Spectrogram 1	1	3081.52599051368	3081.75844580139	399.412291757013	2465.42960677362	700_3080_2
16	Spectrogram 1	1	3082.35244257032	3082.70939345347	399.412291757013	2614.18285345482	700_3080_3
17	Spectrogram 1	1	3082.99134090082	3083.15891510125	448.996707317412	2498.48588381389	700_3080_4
18	Spectrogram 1	1	3084.93400207822	3085.15410699551	399.412291757013	2663.76726901522	700_3085_1
19	Spectrogram 1	1	3086.64589959539	3086.80988062048	448.996707317412	2564.59843789442	700_3085_2
20	Spectrogram 1	1	8471.32515319998	8471.63917394552	630.806231038874	2548.07029937429	700_8470_1
21	Spectrogram 1	1	8473.45270755019	8473.85872813386	399.412291757013	2217.50752897163	700_8470_2
22	Spectrogram 1	1	8486.71472481479	8487.04542657203	531.637399918076	2515.01402233402	700_8485_1
23	Spectrogram 1	1	11622.2852469164	11622.6171330971	349.827876196615	2349.73263713269	700_11620_1
24	Spectrogram 1	1	11623.1221035285	11623.4544475758	432.468568797279	2382.78891417296	700_11620_2
25	Spectrogram 1	1	13022.0610417129	13022.3368639335	482.052984357678	2465.42960677362	700_13020_1
