Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	1504.9947995611	1505.08384921009	729.975062159671	2779.46423865615	73_1505_1
2	Spectrogram 1	1	1506.50132827597	1506.56354078422	763.031339199937	3043.91445497827	73_1505_2
3	Spectrogram 1	1	1507.87149480496	1507.97021285315	696.918785119405	2829.04865421655	73_1505_3
4	Spectrogram 1	1	2355.02234901575	2355.118100325	746.503200679804	2845.57679273668	73_2355_1
5	Spectrogram 1	1	2356.12857491503	2356.23553984268	779.55947772007	2234.03566749176	73_2355_2
6	Spectrogram 1	1	3826.33971767451	3826.58062427142	763.031339199937	2878.63306977695	73_3825_1
7	Spectrogram 1	1	3826.77302887248	3826.99452981554	713.446923639538	2961.27376237761	73_3825_2
8	Spectrogram 1	1	3827.28513457976	3827.54714940776	696.918785119405	2663.76726901522	73_3825_3
9	Spectrogram 1	1	3827.81245993325	3827.93937041553	779.55947772007	2862.10493125681	73_3825_4
10	Spectrogram 1	1	3828.36634176701	3828.49756038767	796.087616240203	2862.10493125681	73_3825_5
11	Spectrogram 1	1	3829.318088732	3829.49897240611	845.672031800601	2961.27376237761	73_3825_6
12	Spectrogram 1	1	3829.90395740945	3830.17464328568	895.256447361	2762.93610013602	73_3825_7
13	Spectrogram 1	1	3830.80113227194	3831.02231260181	779.55947772007	2052.2261437703	73_3830_1
14	Spectrogram 1	1	3831.7482224554	3832.02144501357	928.312724401265	2696.82354605548	73_3830_2
15	Spectrogram 1	1	3832.74369982466	3832.94083130031	779.55947772007	2630.71099197495	73_3830_3
16	Spectrogram 1	1	3834.09361731929	3834.25161245224	746.503200679804	2713.35168457562	73_3830_4
17	Spectrogram 1	1	3834.59902273441	3834.82459877495	729.975062159671	2746.40796161588	73_3830_5
18	Spectrogram 1	1	3835.48308742631	3835.60156246414	564.693676958342	2399.31705269309	73_3835_1
19	Spectrogram 1	1	3836.09291190716	3836.33161864352	647.334369559006	2746.40796161588	73_3835_2
20	Spectrogram 1	1	3836.68310523333	3836.92350767742	696.918785119405	2779.46423865615	73_3835_3
21	Spectrogram 1	1	4058.01802736468	4058.44437820762	300.243460636216	2234.03566749176	73_4055_1
22	Spectrogram 1	1	4673.1438990105	4673.57256665663	944.840862921399	2862.10493125681	73_4670_1
23	Spectrogram 1	1	4673.72789897749	4673.95667285745	829.143893280468	2911.68934681721	73_4670_2
24	Spectrogram 1	1	4674.63677824299	4674.9604401817	812.615754760335	2944.74562385748	73_4670_3
25	Spectrogram 1	1	5055.30935397824	5055.51422663299	713.446923639538	2614.18285345482	73_5055_1
26	Spectrogram 1	1	5055.81309987629	5055.84871373208	779.55947772007	2597.65471493469	73_5055_2
27	Spectrogram 1	1	5057.40274592356	5057.74375053078	829.143893280468	2680.29540753535	73_5055_3
28	Spectrogram 1	1	5110.63248740524	5110.83916407243	217.602768035552	2267.09194453203	73_5110_1
29	Spectrogram 1	1	5111.75627752296	5111.87147089543	168.018352475153	2911.68934681721	73_5110_2
30	Spectrogram 1	1	5648.01950876215	5648.26211127332	581.221815478475	1969.58545116964	73_5645_1
31	Spectrogram 1	1	5648.60768060687	5648.74949303339	696.918785119405	2762.93610013602	73_5645_2
32	Spectrogram 1	1	5649.32856581317	5649.48938639992	614.278092518741	2548.07029937429	73_5645_3
33	Spectrogram 1	1	5735.10981583684	5735.40220450397	696.918785119405	2696.82354605548	73_5735_1
34	Spectrogram 1	1	5735.79211394859	5736.00216165681	763.031339199937	2795.99237717628	73_5735_2
35	Spectrogram 1	1	5736.49835794361	5736.77386994217	647.334369559006	2795.99237717628	73_5735_3
36	Spectrogram 1	1	5737.14663560703	5737.43377812076	779.55947772007	2944.74562385748	73_5735_4
37	Spectrogram 1	1	5737.8578979906	5738.14544460502	763.031339199937	2812.52051569641	73_5735_5
38	Spectrogram 1	1	5738.33539058754	5738.48216148013	729.975062159671	2729.87982309575	73_5735_6
39	Spectrogram 1	1	5738.87251127623	5739.08598253786	713.446923639538	2746.40796161588	73_5735_7
40	Spectrogram 1	1	5739.44711969865	5739.7033894751	680.390646599272	2647.23913049509	73_5735_8
41	Spectrogram 1	1	5740.00824055239	5740.16655424633	779.55947772007	2630.71099197495	73_5740_1
42	Spectrogram 1	1	5740.70550490362	5741.03402162	845.672031800601	2713.35168457562	73_5740_2
43	Spectrogram 1	1	5741.36450957385	5741.61867047842	663.862508079139	2680.29540753535	73_5740_3
44	Spectrogram 1	1	5741.96855349522	5742.2068142636	680.390646599272	2564.59843789442	73_5740_4
45	Spectrogram 1	1	5742.62220076201	5742.99715474587	763.031339199937	2696.82354605548	73_5740_5
46	Spectrogram 1	1	5743.11462727107	5743.30587224763	581.221815478475	2498.48588381389	73_5740_6
47	Spectrogram 1	1	5743.68314331737	5743.96286588072	630.806231038874	2333.20449861256	73_5740_7
48	Spectrogram 1	1	5744.44197326764	5744.6506337857	614.278092518741	2052.2261437703	73_5740_8
49	Spectrogram 1	1	5745.16024433432	5745.38893485301	713.446923639538	2366.26077565283	73_5745_1
50	Spectrogram 1	1	5745.77104383996	5746.0137188988	482.052984357678	2316.67636009243	73_5745_2
51	Spectrogram 1	1	5749.43336705099	5749.61687552849	498.58112287781	2002.6417282099	73_5745_3
52	Spectrogram 1	1	5754.17855174816	5754.34205832618	548.165538438209	2333.20449861256	73_5750_1
53	Spectrogram 1	1	5755.17037562576	5755.38027993014	829.143893280468	2647.23913049509	73_5755_1
54	Spectrogram 1	1	5755.6570852338	5755.80587312027	812.615754760335	2498.48588381389	73_5755_2
55	Spectrogram 1	1	5756.37560997886	5756.54880844871	812.615754760335	2382.78891417296	73_5755_3
56	Spectrogram 1	1	5757.13363053927	5757.24952938055	845.672031800601	2548.07029937429	73_5755_4
57	Spectrogram 1	1	5757.78819663331	5757.88634038386	911.784585881133	2845.57679273668	73_5755_5
58	Spectrogram 1	1	5758.3471665777	5758.57141132841	829.143893280468	2548.07029937429	73_5755_6
59	Spectrogram 1	1	5758.92420166948	5759.11034170891	812.615754760335	2448.90146825349	73_5755_7
60	Spectrogram 1	1	5771.42566406092	5771.62719777769	911.784585881133	2845.57679273668	73_5770_1
61	Spectrogram 1	1	5772.62836784056	5772.84081318527	829.143893280468	2829.04865421655	73_5770_2
62	Spectrogram 1	1	5774.41455264172	5774.55470646359	796.087616240203	2762.93610013602	73_5770_3
63	Spectrogram 1	1	5777.38979673259	5777.54890759095	779.55947772007	2812.52051569641	73_5775_1
64	Spectrogram 1	1	5778.53797726033	5778.70480887448	663.862508079139	2630.71099197495	73_5775_2
65	Spectrogram 1	1	5781.71009293393	5781.90611635447	812.615754760335	2548.07029937429	73_5780_1
66	Spectrogram 1	1	5782.20664260513	5782.46093988124	763.031339199937	2630.71099197495	73_5780_2
67	Spectrogram 1	1	5782.67957815477	5782.87005700931	647.334369559006	2448.90146825349	73_5780_3
68	Spectrogram 1	1	5783.18962068954	5783.46388214048	680.390646599272	2465.42960677362	73_5780_4
69	Spectrogram 1	1	5783.65752554892	5783.88746025117	696.918785119405	2663.76726901522	73_5780_5
70	Spectrogram 1	1	5784.2334576345	5784.40950249746	763.031339199937	2713.35168457562	73_5780_6
71	Spectrogram 1	1	5785.34580926396	5785.54067216538	630.806231038874	2134.86683637097	73_5785_1
72	Spectrogram 1	1	5785.94669267082	5786.1381998462	647.334369559006	2597.65471493469	73_5785_2
73	Spectrogram 1	1	5786.89470718645	5787.01046046044	763.031339199937	2052.2261437703	73_5785_3
