Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	17456.4242218475	17456.4976064408	283.715322116083	2234.03566749176	2842.0
2	Spectrogram 1	1	17461.7979229462	17462.1195627264	581.221815478475	2035.69800525017	2843.0
3	Spectrogram 1	1	17462.4153488021	17462.7962132404	581.221815478475	2019.16986673004	2844.0
4	Spectrogram 1	1	17462.9783197738	17463.3618056172	581.221815478475	1986.11358968977	2845.0
5	Spectrogram 1	1	17463.60296707	17464.0153061009	630.806231038874	1969.58545116964	2846.0
6	Spectrogram 1	1	17464.3049809203	17464.9305304509	482.052984357678	3936.43393506545	2847.0
7	Spectrogram 1	1	17465.4832236549	17466.192627078	498.58112287781	4134.77159730705	2848.0
8	Spectrogram 1	1	17665.1525285065	17665.3440854329	630.806231038874	2234.03566749176	2849.0
9	Spectrogram 1	1	17665.4946373359	17665.815962654	630.806231038874	2283.62008305216	2850.0
10	Spectrogram 1	1	17665.9782190396	17666.3105293667	597.749953998608	2399.31705269309	2851.0
11	Spectrogram 1	1	17666.4900930602	17666.8205837546	614.278092518741	2300.14822157229	2852.0
12	Spectrogram 1	1	17666.9893492729	17667.3229428722	647.334369559006	2316.67636009243	2853.0
13	Spectrogram 1	1	17667.5162543532	17667.8441756093	680.390646599272	2366.26077565283	2854.0
14	Spectrogram 1	1	17668.0275193313	17668.3644234365	647.334369559006	2316.67636009243	2855.0
