Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	23959.7326597902	23960.1626776502	399.412291757013	2696.82354605548	471_23955_1
2	Spectrogram 1	1	23960.3879169316	23960.8460438972	498.58112287781	2928.21748533734	471_23960_1
3	Spectrogram 1	1	23961.0279753577	23961.4950604882	498.58112287781	3043.91445497827	471_23960_2
4	Spectrogram 1	1	23961.735448113	23962.199375994	548.165538438209	3176.13956313934	471_23960_3
5	Spectrogram 1	1	23986.447300274	23986.9092440073	531.637399918076	2746.40796161588	471_23985_1
6	Spectrogram 1	1	23987.0857579325	23987.5370410913	366.356014716747	2944.74562385748	471_23985_2
7	Spectrogram 1	1	23987.7537617451	23988.2130403347	515.109261397944	2928.21748533734	471_23985_3
8	Spectrogram 1	1	23988.4723768756	23988.9352248363	448.996707317412	2895.16120829708	471_23985_4
9	Spectrogram 1	1	24022.9521065076	24023.412717669	548.165538438209	2845.57679273668	471_24020_1
10	Spectrogram 1	1	24023.6050791669	24024.0419702457	498.58112287781	2895.16120829708	471_24020_2
11	Spectrogram 1	1	24024.3107990365	24024.7747269175	515.109261397944	2795.99237717628	471_24020_3
12	Spectrogram 1	1	24025.0425203114	24025.5161139607	515.109261397944	2829.04865421655	471_24025_1
13	Spectrogram 1	1	24049.9015758352	24050.2764274377	498.58112287781	2862.10493125681	471_24050_1
14	Spectrogram 1	1	24050.5567913339	24051.0265522288	448.996707317412	3110.02700905881	471_24050_2
15	Spectrogram 1	1	24051.2577768967	24051.7195104985	548.165538438209	3093.49887053867	471_24050_3
16	Spectrogram 1	1	24057.4108459226	24057.8557004589	564.693676958342	2994.33003941788	471_24055_1
17	Spectrogram 1	1	24058.036063125	24058.4769359325	548.165538438209	3126.55514757894	471_24055_2
18	Spectrogram 1	1	24634.2656489777	24634.6292569628	465.524845837545	3341.42094834067	471_24630_1
19	Spectrogram 1	1	24635.1554065075	24635.5440746657	415.940430277146	3357.9490868608	471_24635_1
20	Spectrogram 1	1	24636.0506260054	24636.4376085354	382.88415323688	3341.42094834067	471_24635_2
21	Spectrogram 1	1	24966.222488258	24966.5118072929	680.390646599272	2481.95774529376	471_24965_1
22	Spectrogram 1	1	24966.8564934087	24967.1476934818	647.334369559006	2696.82354605548	471_24965_2
23	Spectrogram 1	1	24990.9552001839	24991.1823734034	515.109261397944	2614.18285345482	471_24990_1
24	Spectrogram 1	1	25003.3252741654	25003.5909447952	548.165538438209	2498.48588381389	471_25000_1
25	Spectrogram 1	1	25004.7619587867	25005.0306117546	614.278092518741	2052.2261437703	471_25000_2
26	Spectrogram 1	1	25005.2837343347	25005.5821535127	663.862508079139	2382.78891417296	471_25005_1
27	Spectrogram 1	1	25005.8081313351	25006.0031946469	647.334369559006	2663.76726901522	471_25005_2
28	Spectrogram 1	1	25006.2894600544	25006.5389960341	680.390646599272	2696.82354605548	471_25005_3
29	Spectrogram 1	1	25006.7835098628	25007.0645146241	564.693676958342	2829.04865421655	471_25005_4
30	Spectrogram 1	1	25201.5755610689	25201.9717861194	399.412291757013	2911.68934681721	471_25200_1
31	Spectrogram 1	1	25202.127367631	25202.5220216148	415.940430277146	2928.21748533734	471_25200_2
32	Spectrogram 1	1	25202.6854058916	25203.087441745	515.109261397944	3143.08328609907	471_25200_3
33	Spectrogram 1	1	25230.7965406092	25231.2008129738	696.918785119405	3027.38631645814	471_25230_1
34	Spectrogram 1	1	25231.3271208487	25231.7066108996	763.031339199937	2647.23913049509	471_25230_2
35	Spectrogram 1	1	25231.8813548986	25232.2732853222	763.031339199937	2977.80190089774	471_25230_3
36	Spectrogram 1	1	25425.8219955599	25426.2611836186	713.446923639538	2663.76726901522	471_25425_1
37	Spectrogram 1	1	25426.5031739521	25426.9730007788	630.806231038874	2729.87982309575	471_25425_2
38	Spectrogram 1	1	25433.0332248753	25433.248288265	713.446923639538	2465.42960677362	471_25430_1
39	Spectrogram 1	1	25434.0041875476	25434.2855907748	779.55947772007	2564.59843789442	471_25430_2
40	Spectrogram 1	1	25434.572973515	25434.8625446863	647.334369559006	2663.76726901522	471_25430_3
41	Spectrogram 1	1	25435.6095447593	25435.832130079	729.975062159671	2267.09194453203	471_25435_1
42	Spectrogram 1	1	25436.1592863252	25436.4054506498	680.390646599272	2432.37332973336	471_25435_2
43	Spectrogram 1	1	25436.7669116494	25437.0117598904	696.918785119405	2548.07029937429	471_25435_3
44	Spectrogram 1	1	25437.3436113268	25437.4978920043	829.143893280468	2696.82354605548	471_25435_4
45	Spectrogram 1	1	25437.9280423059	25438.2152574893	696.918785119405	2779.46423865615	471_25435_5
46	Spectrogram 1	1	26087.995938377	26088.4663534243	399.412291757013	3176.13956313934	471_26085_1
47	Spectrogram 1	1	26090.4092097525	26090.8850402011	630.806231038874	3341.42094834067	471_26090_1
48	Spectrogram 1	1	26093.3968157501	26093.8566980668	498.58112287781	3407.5335024212	471_26090_2
49	Spectrogram 1	1	26922.209297105	26922.6575029287	746.503200679804	3043.91445497827	471_26920_1
50	Spectrogram 1	1	27741.8645226584	27742.2505540034	630.806231038874	2812.52051569641	471_27740_1
