Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	17078.3803220245	17078.650223569	0.716264996824901	2.29447600677807	2470.0
2	Spectrogram 1	1	17078.7851262757	17079.2721344396	0.73649847131148	2.86101329240229	2471.0
3	Spectrogram 1	1	17079.4294043392	17079.8634574115	0.776965420284638	2.78007939445597	2472.0
4	Spectrogram 1	1	17080.0058138644	17080.2970959356	0.615097624392005	3.08358151175466	2473.0
5	Spectrogram 1	1	17080.4077771477	17080.6167432215	0.675798047851742	2.96218066483518	2474.0
6	Spectrogram 1	1	17080.8358629008	17081.0258806509	0.534163726445688	2.86101329240229	2475.0
7	Spectrogram 1	1	17081.2692602387	17081.544263061	0.73649847131148	2.69914549650965	2476.0
8	Spectrogram 1	1	17081.8594771783	17082.0508252959	0.635331098878584	2.73961244548281	2477.0
9	Spectrogram 1	1	17082.4301688894	17082.7136533586	0.554397200932268	3.06334803726808	2478.0
10	Spectrogram 1	1	17083.1078930524	17083.3788769085	0.655564573365163	2.90148024137545	2479.0
11	Spectrogram 1	1	17084.1550999062	17084.5057838259	0.73649847131148	2.29447600677807	2480.0
12	Spectrogram 1	1	17085.8935687072	17086.2910305132	0.716264996824901	2.27424253229149	2481.0
13	Spectrogram 1	1	17087.0991767426	17087.3822224753	0.716264996824901	3.0431145627815	2482.0
14	Spectrogram 1	1	17087.8292483248	17088.0378615474	0.432996354012793	2.71937897099623	2483.0
15	Spectrogram 1	1	17088.4363938561	17088.6571588489	0.534163726445688	2.88124676688887	2484.0
16	Spectrogram 1	1	17089.0616272277	17089.4666224498	0.675798047851742	2.57774464959018	2485.0
17	Spectrogram 1	1	17089.7607269945	17090.0592437738	0.797198894771217	2.35517643023781	2486.0
18	Spectrogram 1	1	17090.3446477845	17090.6660755449	0.756731945798059	2.33494295575123	2487.0
19	Spectrogram 1	1	17091.1211953478	17091.4683767775	0.716264996824901	2.51704422613044	2488.0
20	Spectrogram 1	1	17091.8233072294	17092.2304926592	0.756731945798059	2.43611032818413	2489.0
21	Spectrogram 1	1	17092.7448565397	17093.2158890922	0.675798047851742	2.0719077874257	2490.0
22	Spectrogram 1	1	17093.4565972873	17093.8322595801	0.594864149905426	2.57774464959018	2491.0
23	Spectrogram 1	1	17094.3468602853	17094.7310074251	0.817432369257796	2.23377558331833	2492.0
24	Spectrogram 1	1	17094.9893149722	17095.5363772064	0.756731945798059	2.96218066483518	2493.0
25	Spectrogram 1	1	17095.8059493962	17096.200535317	0.817432369257796	2.39564337921097	2494.0
26	Spectrogram 1	1	17096.4985824853	17096.9539612625	0.837665843744375	2.49681075164386	2495.0
27	Spectrogram 1	1	17097.2768388519	17097.6810147522	0.696031522338321	2.43611032818413	2496.0
28	Spectrogram 1	1	17098.1644089528	17098.5683646606	0.655564573365163	2.43611032818413	2497.0
29	Spectrogram 1	1	17098.9930103706	17099.3467517567	0.797198894771217	2.5575111751036	2498.0
30	Spectrogram 1	1	17099.8183573837	17100.1206609444	0.716264996824901	2.27424253229149	2499.0
31	Spectrogram 1	1	17100.4875118337	17100.8173539098	0.594864149905426	2.29447600677807	2500.0
32	Spectrogram 1	1	17101.1196441923	17101.6439992819	0.716264996824901	2.25400905780491	2501.0
33	Spectrogram 1	1	17102.0230939362	17102.4432691254	0.756731945798059	2.69914549650965	2502.0
34	Spectrogram 1	1	17102.8847713125	17103.2400850129	0.696031522338321	2.9419471903486	2503.0
35	Spectrogram 1	1	17113.9223726844	17114.4403304407	0.878132792717534	2.27424253229149	2504.0
36	Spectrogram 1	1	17507.2537306325	17507.8770675983	0.797198894771217	3.0431145627815	2505.0
37	Spectrogram 1	1	17508.3152603325	17508.8828083754	0.776965420284638	2.88124676688887	2506.0
38	Spectrogram 1	1	17521.2760668795	17521.8468219529	0.655564573365163	3.12404846072782	2507.0
39	Spectrogram 1	1	17526.6799028332	17527.3639575985	0.95906669066385	2.35517643023781	2508.0
40	Spectrogram 1	1	17527.7104650524	17528.3206303221	0.938833216177271	2.15284168537202	2509.0
41	Spectrogram 1	1	17528.8124938655	17529.36308015	0.655564573365163	2.23377558331833	2510.0
42	Spectrogram 1	1	17533.713559389	17534.3379378086	0.938833216177271	2.05167431293912	2511.0
43	Spectrogram 1	1	17738.335213499	17738.9414300753	0.857899318230954	3.00264761380834	2512.0
44	Spectrogram 1	1	17739.2241857722	17739.8385527692	0.797198894771217	3.08358151175466	2513.0
45	Spectrogram 1	1	17740.1286485856	17740.7401498958	0.878132792717534	3.00264761380834	2514.0
46	Spectrogram 1	1	17741.0729590532	17741.615911684	0.756731945798059	2.96218066483518	2515.0
47	Spectrogram 1	1	17741.9055758058	17742.4986055582	0.655564573365163	3.06334803726808	2516.0
48	Spectrogram 1	1	17742.7720109042	17743.3281181478	0.675798047851742	2.92171371586202	2517.0
