Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	307.510508593086	307.659294063558	647.334369559006	2399.31705269309	176_305_1
2	Spectrogram 1	1	307.850885047329	308.01934687428	647.334369559006	2515.01402233402	176_305_2
3	Spectrogram 1	1	308.22871460293	308.405147793193	663.862508079139	2432.37332973336	176_305_3
4	Spectrogram 1	1	308.619752528763	308.818526343743	663.862508079139	2515.01402233402	176_305_4
5	Spectrogram 1	1	309.040461780718	309.232847155533	663.862508079139	2481.95774529376	176_305_5
6	Spectrogram 1	1	309.494431417925	309.707970987296	630.806231038874	2531.54216085416	176_305_6
7	Spectrogram 1	1	309.948868622123	310.176388855781	680.390646599272	2382.78891417296	176_305_7
8	Spectrogram 1	1	315.293190435095	315.456186650486	581.221815478475	1969.58545116964	176_315_1
9	Spectrogram 1	1	316.046236790639	316.274358590067	630.806231038874	2035.69800525017	176_315_2
10	Spectrogram 1	1	316.899082673764	317.174546937543	448.996707317412	2498.48588381389	176_315_3
11	Spectrogram 1	1	317.746493995059	317.987157900122	564.693676958342	1870.41662004884	176_315_4
12	Spectrogram 1	1	318.582925513435	318.910820790899	597.749953998608	2002.6417282099	176_315_5
13	Spectrogram 1	1	319.390937867431	319.667505144816	581.221815478475	2118.33869785083	176_315_6
14	Spectrogram 1	1	3553.48814437575	3554.11326201998	498.58112287781	2862.10493125681	176_3550_1
15	Spectrogram 1	1	8967.59516891723	8967.83116851329	382.88415323688	2217.50752897163	176_8965_1
