Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	540.777590672543	541.200327562452	498.58112287781	2382.78891417296	925_540_1
2	Spectrogram 1	1	1248.48229821074	1248.75387548866	399.412291757013	2283.62008305216	925_1245_1
3	Spectrogram 1	1	1815.46165555315	1815.75617204146	663.862508079139	2465.42960677362	925_1815_1
4	Spectrogram 1	1	1816.44458605537	1817.04052396365	482.052984357678	2349.73263713269	925_1815_2
5	Spectrogram 1	1	1818.25307984264	1818.49142854708	531.637399918076	2366.26077565283	925_1815_3
6	Spectrogram 1	1	1820.93514660873	1821.25583443031	432.468568797279	2399.31705269309	925_1820_1
7	Spectrogram 1	1	1821.85744898303	1822.51397692472	614.278092518741	2581.12657641455	925_1820_2
8	Spectrogram 1	1	4090.62563974336	4090.96803173756	448.996707317412	2515.01402233402	925_4090_1
9	Spectrogram 1	1	6911.36402778694	6911.64992229383	581.221815478475	2118.33869785083	925_6910_1
10	Spectrogram 1	1	6912.66014706349	6913.01586333042	548.165538438209	2481.95774529376	925_6910_2
11	Spectrogram 1	1	9462.63353368481	9463.17305057581	366.356014716747	2283.62008305216	925_9460_1
12	Spectrogram 1	1	9463.7162711985	9464.2595651784	366.356014716747	2382.78891417296	925_9460_2
13	Spectrogram 1	1	11676.0930839371	11676.2831422619	448.996707317412	2382.78891417296	925_11675_1
14	Spectrogram 1	1	16805.6660597442	16806.3389563758	399.412291757013	2548.07029937429	925_16805_1
15	Spectrogram 1	1	16806.6964341166	16807.2833707436	382.88415323688	2614.18285345482	925_16805_2
16	Spectrogram 1	1	16807.7859535154	16808.4890281521	399.412291757013	2597.65471493469	925_16805_3
17	Spectrogram 1	1	16809.2228955627	16809.8158266885	349.827876196615	2366.26077565283	925_16805_4
