,loss,accuracy,val_loss,val_accuracy,lr
0,1.1489306688308716,0.5200912952423096,0.872032880783081,0.677848756313324,0.10000000149011612
1,0.7440347671508789,0.6974886059761047,1.3218103647232056,0.7310969233512878,0.10000000149011612
2,0.7218231558799744,0.7011415362358093,10.886700630187988,0.4600639045238495,0.10000000149011612
3,0.8057104349136353,0.6844748854637146,0.740552544593811,0.6927582621574402,0.10000000149011612
4,0.73886638879776,0.699999988079071,11.465763092041016,0.4456869065761566,0.10000000149011612
5,0.7016885876655579,0.7235159873962402,2.934424877166748,0.5287539958953857,0.10000000149011612
6,0.6144381165504456,0.7885844707489014,1.4107871055603027,0.504792332649231,0.10000000149011612
7,0.5132148861885071,0.828995406627655,0.9139018058776855,0.7726304531097412,0.10000000149011612
8,0.4896402955055237,0.8415524959564209,1.063019037246704,0.7396166324615479,0.10000000149011612
9,0.4948383867740631,0.8515982031822205,0.5426434874534607,0.8200212717056274,0.10000000149011612
10,0.4585174024105072,0.8639269471168518,0.3427073061466217,0.9169328808784485,0.10000000149011612
11,0.399365097284317,0.905936062335968,0.374977171421051,0.9164004325866699,0.10000000149011612
12,0.3026825785636902,0.9214611649513245,0.2804611623287201,0.9281150102615356,0.10000000149011612
13,0.2885092794895172,0.9257990717887878,0.3299098610877991,0.9057508111000061,0.10000000149011612
14,0.3002912402153015,0.9326484203338623,1.0142794847488403,0.8594249486923218,0.10000000149011612
15,0.18969012796878815,0.9550228118896484,0.17349474132061005,0.9558040499687195,0.009999999776482582
16,0.1640121340751648,0.9602739810943604,0.15493540465831757,0.9605963826179504,0.009999999776482582
17,0.15256071090698242,0.9623287916183472,0.14858786761760712,0.9600638747215271,0.009999999776482582
18,0.15162618458271027,0.9609588980674744,0.1404871940612793,0.9637912511825562,0.009999999776482582
19,0.1471034288406372,0.9632419943809509,0.14108729362487793,0.9616613388061523,0.009999999776482582
20,0.13813339173793793,0.965753436088562,0.14471971988677979,0.9584664702415466,0.009999999776482582
21,0.13766345381736755,0.9662100672721863,0.15261250734329224,0.9584664702415466,0.009999999776482582
22,0.12947896122932434,0.9659817218780518,0.13051456212997437,0.96592116355896,0.009999999776482582
23,0.12672315537929535,0.9662100672721863,0.1402307152748108,0.9643237590789795,0.009999999776482582
24,0.1305036097764969,0.965753436088562,0.13924381136894226,0.9653887152671814,0.009999999776482582
25,0.12315241992473602,0.9680365324020386,0.1335916370153427,0.9675186276435852,0.009999999776482582
26,0.12290744483470917,0.9689497947692871,0.13706445693969727,0.9669861793518066,0.009999999776482582
27,0.11818167567253113,0.9694063663482666,0.13409945368766785,0.9680511355400085,0.009999999776482582
28,0.11347293853759766,0.9696347117424011,0.13544821739196777,0.9648562073707581,0.009999999776482582
29,0.11650914698839188,0.9689497947692871,0.1389535367488861,0.9605963826179504,0.009999999776482582
30,0.10341192036867142,0.9728310704231262,0.13094066083431244,0.9675186276435852,0.0009999999310821295
31,0.10367020219564438,0.9721460938453674,0.12873375415802002,0.9675186276435852,0.0009999999310821295
32,0.10577894002199173,0.9716895222663879,0.13024680316448212,0.9664536714553833,0.0009999999310821295
33,0.105709508061409,0.9710045456886292,0.12659625709056854,0.9669861793518066,0.0009999999310821295
34,0.10138986259698868,0.9712328910827637,0.12434099614620209,0.9685835838317871,0.0009999999310821295
35,0.10344406217336655,0.9721460938453674,0.12710419297218323,0.9675186276435852,0.0009999999310821295
36,0.10083433985710144,0.9721460938453674,0.1272841989994049,0.9685835838317871,0.0009999999310821295
37,0.09946311265230179,0.9716895222663879,0.1263282597064972,0.9669861793518066,0.0009999999310821295
38,0.09954266995191574,0.9712328910827637,0.12708233296871185,0.9680511355400085,0.0009999999310821295
39,0.10184847563505173,0.9707762598991394,0.12560100853443146,0.9669861793518066,0.0009999999310821295
40,0.09781898558139801,0.972374439239502,0.12887342274188995,0.9664536714553833,0.0009999999310821295
41,0.10141372680664062,0.9735159873962402,0.12769253551959991,0.9675186276435852,0.0009999999310821295
42,0.09953715652227402,0.973059356212616,0.12721914052963257,0.9680511355400085,0.0009999999310821295
43,0.09666955471038818,0.9735159873962402,0.12394299358129501,0.9675186276435852,0.0009999999310821295
44,0.09742099791765213,0.9726027250289917,0.12371161580085754,0.9664536714553833,0.0009999999310821295
45,0.10139913856983185,0.9726027250289917,0.12429569661617279,0.9669861793518066,9.99999901978299e-05
46,0.09877240657806396,0.973059356212616,0.12479765713214874,0.9675186276435852,9.99999901978299e-05
47,0.10247346013784409,0.9721460938453674,0.12359979003667831,0.9669861793518066,9.99999901978299e-05
48,0.09714889526367188,0.9726027250289917,0.12505871057510376,0.9669861793518066,9.99999901978299e-05
49,0.09792441874742508,0.9732876420021057,0.125729501247406,0.9669861793518066,9.99999901978299e-05
50,0.09746835380792618,0.9739726185798645,0.12567761540412903,0.9669861793518066,9.99999901978299e-05
51,0.09596575051546097,0.973059356212616,0.12384546548128128,0.9669861793518066,9.99999901978299e-05
52,0.09670376032590866,0.9735159873962402,0.12643520534038544,0.9669861793518066,9.99999901978299e-05
53,0.09707018733024597,0.9746575355529785,0.1251164674758911,0.9675186276435852,9.99999901978299e-05
54,0.09729776531457901,0.9742009043693542,0.1261816769838333,0.9669861793518066,9.99999901978299e-05
55,0.09931977093219757,0.972374439239502,0.1258028894662857,0.9669861793518066,9.99999901978299e-05
56,0.10469286143779755,0.9721460938453674,0.1255352646112442,0.9675186276435852,9.99999901978299e-05
57,0.0965615063905716,0.9726027250289917,0.1253863275051117,0.9675186276435852,9.99999901978299e-05
58,0.09702743589878082,0.9728310704231262,0.1255030483007431,0.9675186276435852,9.99999901978299e-05
59,0.09505023807287216,0.9748858213424683,0.12712377309799194,0.9675186276435852,9.99999901978299e-05
60,0.0995572954416275,0.9716895222663879,0.12646353244781494,0.9675186276435852,9.99999883788405e-06
61,0.09800642728805542,0.9716895222663879,0.1258801817893982,0.9675186276435852,9.99999883788405e-06
62,0.09637164324522018,0.9735159873962402,0.12636798620224,0.9675186276435852,9.99999883788405e-06
63,0.09711118787527084,0.9721460938453674,0.12568095326423645,0.9675186276435852,9.99999883788405e-06
64,0.09839864075183868,0.9726027250289917,0.12510131299495697,0.9669861793518066,9.99999883788405e-06
65,0.09863188117742538,0.9710045456886292,0.12597224116325378,0.9675186276435852,9.99999883788405e-06
66,0.10262400656938553,0.9712328910827637,0.12595655024051666,0.9664536714553833,9.99999883788405e-06
67,0.09748150408267975,0.9726027250289917,0.12570004165172577,0.9669861793518066,9.99999883788405e-06
68,0.0963810607790947,0.973059356212616,0.12642890214920044,0.9669861793518066,9.99999883788405e-06
69,0.09348763525485992,0.9748858213424683,0.12591296434402466,0.9669861793518066,9.99999883788405e-06
70,0.0966404601931572,0.9742009043693542,0.12489771097898483,0.9669861793518066,9.99999883788405e-06
71,0.09669454395771027,0.973059356212616,0.12552198767662048,0.9669861793518066,9.99999883788405e-06
72,0.09682581573724747,0.9721460938453674,0.12523192167282104,0.9669861793518066,9.99999883788405e-06
73,0.10030907392501831,0.9726027250289917,0.127113938331604,0.9669861793518066,9.99999883788405e-06
74,0.09632166475057602,0.9732876420021057,0.1251385509967804,0.9675186276435852,9.99999883788405e-06
75,0.09788024425506592,0.9721460938453674,0.12521669268608093,0.9675186276435852,9.99999883788405e-07
76,0.09894245117902756,0.9732876420021057,0.12551939487457275,0.9669861793518066,9.99999883788405e-07
77,0.09686854481697083,0.9735159873962402,0.12627790868282318,0.9669861793518066,9.99999883788405e-07
78,0.0932805985212326,0.9744292497634888,0.12535017728805542,0.9669861793518066,9.99999883788405e-07
79,0.09838218986988068,0.973059356212616,0.12563620507717133,0.9675186276435852,9.99999883788405e-07
